% time	cellId	IMSI	RNTI	sinrLinear
22.201	1	1	1	1933.33
22.241	1	1	1	1929.51
22.281	1	1	1	1925.69
22.321	1	1	1	1921.89
22.361	1	1	1	1918.08
22.401	1	1	1	1914.29
22.441	1	1	1	1910.5
22.481	1	1	1	1906.72
22.521	1	1	1	1902.94
22.561	1	1	1	1899.17
22.601	1	1	1	1895.41
22.641	1	1	1	1891.65
22.681	1	1	1	1887.9
22.721	1	1	1	1884.16
22.761	1	1	1	1880.42
22.801	1	1	1	1876.69
22.841	1	1	1	1872.96
22.881	1	1	1	1869.25
22.921	1	1	1	1865.53
22.961	1	1	1	1861.83
23.001	1	1	1	1858.13
23.041	1	1	1	1854.44
23.081	1	1	1	1850.75
23.121	1	1	1	1847.07
23.161	1	1	1	1843.4
23.201	1	1	1	1839.73
23.241	1	1	1	1836.07
23.281	1	1	1	1832.42
23.321	1	1	1	1828.77
23.361	1	1	1	1825.13
23.401	1	1	1	1821.5
23.441	1	1	1	1817.87
23.481	1	1	1	1814.25
23.521	1	1	1	1810.64
23.561	1	1	1	1807.03
23.601	1	1	1	1803.43
23.641	1	1	1	1799.83
23.681	1	1	1	1796.25
23.721	1	1	1	1792.67
23.761	1	1	1	1789.09
23.801	1	1	1	1785.52
23.841	1	1	1	1781.96
23.881	1	1	1	1778.41
23.921	1	1	1	1774.86
23.961	1	1	1	1771.32
24.001	1	1	1	1767.79
24.041	1	1	1	1764.26
24.081	1	1	1	1760.74
24.121	1	1	1	1757.22
24.161	1	1	1	1753.72
24.201	1	1	1	1750.22
24.241	1	1	1	1746.72
24.281	1	1	1	1743.23
24.321	1	1	1	1739.75
24.361	1	1	1	1736.28
24.401	1	1	1	1732.81
24.441	1	1	1	1729.35
24.481	1	1	1	1725.9
24.521	1	1	1	1722.45
24.561	1	1	1	1719.01
24.601	1	1	1	1715.58
24.641	1	1	1	1712.15
24.681	1	1	1	1708.73
24.721	1	1	1	1705.31
24.761	1	1	1	1701.91
24.801	1	1	1	1698.51
24.841	1	1	1	1695.11
24.881	1	1	1	1691.73
24.921	1	1	1	1688.35
24.961	1	1	1	1684.97
