% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
14491	2	1	1	0	28	2292	0	1
14501	2	1	1	0	28	2292	0	1
14511	2	1	1	0	28	2292	0	1
14521	2	1	1	0	28	2292	0	1
14531	2	1	1	0	28	2292	0	1
14541	2	1	1	0	28	2292	0	1
14551	2	1	1	0	28	2292	0	1
14561	2	1	1	0	28	2292	0	1
14571	2	1	1	0	28	2292	0	1
14581	2	1	1	0	28	2292	0	1
14591	2	1	1	0	28	2292	0	1
14601	2	1	1	0	28	2292	0	1
14611	2	1	1	0	28	2292	0	1
14621	2	1	1	0	28	2292	0	1
14631	2	1	1	0	28	2292	0	1
14641	2	1	1	0	28	2292	0	1
14651	2	1	1	0	28	2292	0	1
14661	2	1	1	0	28	2292	0	1
14671	2	1	1	0	28	2292	0	1
14681	2	1	1	0	28	2292	0	1
14691	2	1	1	0	28	2292	0	1
14701	2	1	1	0	28	2292	0	1
14711	2	1	1	0	28	2292	0	1
14721	2	1	1	0	28	2292	0	1
14731	2	1	1	0	28	2292	0	1
14741	2	1	1	0	28	2292	0	1
14751	2	1	1	0	28	2292	0	1
14761	2	1	1	0	28	2292	0	1
14771	2	1	1	0	28	2292	0	1
14781	2	1	1	0	28	2292	0	1
14791	2	1	1	0	28	2292	0	1
14801	2	1	1	0	28	2292	0	1
14811	2	1	1	0	28	2292	0	1
14821	2	1	1	0	28	2292	0	1
14831	2	1	1	0	28	2292	0	1
14841	2	1	1	0	28	2292	0	1
14851	2	1	1	0	28	2292	0	1
14861	2	1	1	0	28	2292	0	1
14871	2	1	1	0	28	2292	0	1
14881	2	1	1	0	28	2292	0	1
14891	2	1	1	0	28	2292	0	1
14901	2	1	1	0	28	2292	0	1
14911	2	1	1	0	28	2292	0	1
14921	2	1	1	0	28	2292	0	1
14931	2	1	1	0	28	2292	0	1
14941	2	1	1	0	28	2292	0	1
14951	2	1	1	0	28	2292	0	1
14961	2	1	1	0	28	2292	0	1
14971	2	1	1	0	28	2292	0	1
14981	2	1	1	0	28	2292	0	1
14991	2	1	1	0	28	2292	0	1
15001	2	1	1	0	28	2292	0	1
15011	2	1	1	0	28	2292	0	1
15021	2	1	1	0	28	2292	0	1
15031	2	1	1	0	28	2292	0	1
15041	2	1	1	0	28	2292	0	1
15051	2	1	1	0	28	2292	0	1
15061	2	1	1	0	28	2292	0	1
15071	2	1	1	0	28	2292	0	1
15091	2	1	1	0	28	2292	0	1
15101	2	1	1	0	28	2292	0	1
15111	2	1	1	0	28	2292	0	1
15121	2	1	1	0	28	2292	0	1
15131	2	1	1	0	28	2292	0	1
15141	2	1	1	0	28	2292	0	1
15151	2	1	1	0	28	2292	0	1
15161	2	1	1	0	28	2292	0	1
15171	2	1	1	0	28	2292	0	1
15181	2	1	1	0	28	2292	0	1
15191	2	1	1	0	28	2292	0	1
15201	2	1	1	0	28	2292	0	1
15211	2	1	1	0	28	2292	0	1
15221	2	1	1	0	28	2292	0	1
15231	2	1	1	0	28	2292	0	1
15241	2	1	1	0	28	2292	0	1
15251	2	1	1	0	28	2292	0	1
15261	2	1	1	0	28	2292	0	1
15271	2	1	1	0	28	2292	0	1
15281	2	1	1	0	28	2292	0	1
15291	2	1	1	0	28	2292	0	1
15301	2	1	1	0	28	2292	0	1
15311	2	1	1	0	28	2292	0	1
15321	2	1	1	0	28	2292	0	1
15331	2	1	1	0	28	2292	0	1
15351	2	1	1	0	28	2292	0	1
15361	2	1	1	0	28	2292	0	1
15371	2	1	1	0	28	2292	0	1
15381	2	1	1	0	28	2292	0	1
15391	2	1	1	0	28	2292	0	1
15401	2	1	1	0	28	2292	0	1
15411	2	1	1	0	28	2292	0	1
15421	2	1	1	0	28	2292	0	1
15431	2	1	1	0	28	2292	0	1
15441	2	1	1	0	28	2292	0	1
15451	2	1	1	0	28	2292	0	1
15461	2	1	1	0	28	2292	0	1
15471	2	1	1	0	28	2292	0	1
15481	2	1	1	0	28	2292	0	1
15491	2	1	1	0	28	2292	0	1
15501	2	1	1	0	28	2292	0	1
15511	2	1	1	0	28	2292	0	1
15521	2	1	1	0	28	2292	0	1
15531	2	1	1	0	28	2292	0	1
15541	2	1	1	0	28	2292	0	1
15551	2	1	1	0	28	2292	0	1
15561	2	1	1	0	28	2292	0	1
15571	2	1	1	0	28	2292	0	1
15581	2	1	1	0	28	2292	0	1
15591	2	1	1	0	28	2292	0	1
15601	2	1	1	0	28	2292	0	1
15611	2	1	1	0	28	2292	0	1
15621	2	1	1	0	28	2292	0	1
15631	2	1	1	0	28	2292	0	1
15641	2	1	1	0	28	2292	0	1
15651	2	1	1	0	28	2292	0	1
15671	2	1	1	0	28	2292	0	1
15681	2	1	1	0	28	2292	0	1
15691	2	1	1	0	28	2292	0	1
15701	2	1	1	0	28	2292	0	1
15711	2	1	1	0	28	2292	0	1
15721	2	1	1	0	28	2292	0	1
15731	2	1	1	0	28	2292	0	1
15741	2	1	1	0	28	2292	0	1
15751	2	1	1	0	28	2292	0	1
15761	2	1	1	0	28	2292	0	1
15771	2	1	1	0	28	2292	0	1
15781	2	1	1	0	28	2292	0	1
15791	2	1	1	0	28	2292	0	1
15801	2	1	1	0	28	2292	0	1
15811	2	1	1	0	28	2292	0	1
15821	2	1	1	0	28	2292	0	1
15831	2	1	1	0	28	2292	0	1
15841	2	1	1	0	28	2292	0	1
15861	2	1	1	0	28	2292	0	1
15871	2	1	1	0	28	2292	0	1
15881	2	1	1	0	28	2292	0	1
15901	2	1	1	0	28	2292	0	1
15911	2	1	1	0	28	2292	0	1
15921	2	1	1	0	28	2292	0	1
15931	2	1	1	0	28	2292	0	1
15941	2	1	1	0	28	2292	0	1
15951	2	1	1	0	28	2292	0	1
15961	2	1	1	0	28	2292	0	1
15971	2	1	1	0	28	2292	0	1
15991	2	1	1	0	28	2292	0	1
16001	2	1	1	0	28	2292	0	1
16011	2	1	1	0	28	2292	0	1
16021	2	1	1	0	28	2292	0	1
16031	2	1	1	0	28	2292	0	1
16041	2	1	1	0	28	2292	0	1
16051	2	1	1	0	28	2292	0	1
16061	2	1	1	0	28	2292	0	1
16071	2	1	1	0	28	2292	0	1
16081	2	1	1	0	28	2292	0	1
16091	2	1	1	0	28	2292	0	1
16101	2	1	1	0	28	2292	0	1
16111	2	1	1	0	28	2292	0	1
16121	2	1	1	0	28	2292	0	1
16131	2	1	1	0	28	2292	0	1
16141	2	1	1	0	28	2292	0	1
16151	2	1	1	0	28	2292	0	1
16161	2	1	1	0	28	2292	0	1
16171	2	1	1	0	28	2292	0	1
16181	2	1	1	0	28	2292	0	1
16191	2	1	1	0	28	2292	0	1
16201	2	1	1	0	28	2292	0	1
16211	2	1	1	0	28	2292	0	1
16221	2	1	1	0	28	2292	0	1
16231	2	1	1	0	28	2292	0	1
16241	2	1	1	0	28	2292	0	1
16251	2	1	1	0	28	2292	0	1
16261	2	1	1	0	28	2292	0	1
16271	2	1	1	0	28	2292	0	1
16281	2	1	1	0	28	2292	0	1
16291	2	1	1	0	28	2292	0	1
16301	2	1	1	0	28	2292	0	1
16311	2	1	1	0	28	2292	0	1
16321	2	1	1	0	28	2292	0	1
16331	2	1	1	0	28	2292	0	1
16341	2	1	1	0	28	2292	0	1
16351	2	1	1	0	28	2292	0	1
16361	2	1	1	0	28	2292	0	1
16371	2	1	1	0	28	2292	0	1
16381	2	1	1	0	28	2292	0	1
16391	2	1	1	0	28	2292	0	1
16401	2	1	1	0	28	2292	0	1
16411	2	1	1	0	28	2292	0	1
16421	2	1	1	0	28	2292	0	1
16431	2	1	1	0	28	2292	0	1
16441	2	1	1	0	28	2292	0	1
16451	2	1	1	0	28	2292	0	1
16461	2	1	1	0	28	2292	0	1
16471	2	1	1	0	28	2292	0	1
16481	2	1	1	0	28	2292	0	1
16501	3	1	1	0	0	85	0	1
16502	3	1	1	0	0	85	0	1
16503	3	1	1	0	0	85	0	1
16504	3	1	1	0	0	85	0	1
16505	3	1	1	0	0	85	0	1
16506	3	1	1	0	0	85	0	1
16508	3	1	1	0	28	2292	0	1
16511	3	1	1	0	28	2292	0	1
16521	3	1	1	0	28	2292	0	1
16531	3	1	1	0	28	2292	0	1
16541	3	1	1	0	28	2292	0	1
16551	3	1	1	0	28	2292	0	1
16561	3	1	1	0	28	2292	0	1
16571	3	1	1	0	28	2292	0	1
16581	3	1	1	0	28	2292	0	1
16591	3	1	1	0	28	2292	0	1
16601	3	1	1	0	28	2292	0	1
16611	3	1	1	0	28	2292	0	1
16621	3	1	1	0	28	2292	0	1
16631	3	1	1	0	28	2292	0	1
16641	3	1	1	0	28	2292	0	1
16651	3	1	1	0	28	2292	0	1
16671	3	1	1	0	28	2292	0	1
16681	3	1	1	0	28	2292	0	1
16701	3	1	1	0	28	2292	0	1
16711	3	1	1	0	28	2292	0	1
16721	3	1	1	0	28	2292	0	1
16741	3	1	1	0	28	2292	0	1
16751	3	1	1	0	28	2292	0	1
16761	3	1	1	0	28	2292	0	1
16771	3	1	1	0	28	2292	0	1
16781	3	1	1	0	28	2292	0	1
16791	3	1	1	0	28	2292	0	1
16801	3	1	1	0	28	2292	0	1
16811	3	1	1	0	28	2292	0	1
16831	3	1	1	0	28	2292	0	1
16841	3	1	1	0	28	2292	0	1
16851	3	1	1	0	28	2292	0	1
16861	3	1	1	0	28	2292	0	1
16871	3	1	1	0	28	2292	0	1
16881	3	1	1	0	28	2292	0	1
16891	3	1	1	0	28	2292	0	1
16901	3	1	1	0	28	2292	0	1
16911	3	1	1	0	28	2292	0	1
16921	3	1	1	0	28	2292	0	1
16931	3	1	1	0	28	2292	0	1
16941	3	1	1	0	28	2292	0	1
16951	3	1	1	0	28	2292	0	1
16961	3	1	1	0	28	2292	0	1
16971	3	1	1	0	28	2292	0	1
16991	3	1	1	0	28	2292	0	1
17001	3	1	1	0	28	2292	0	1
17011	3	1	1	0	28	2292	0	1
17021	3	1	1	0	28	2292	0	1
17031	3	1	1	0	28	2292	0	1
17041	3	1	1	0	28	2292	0	1
17051	3	1	1	0	28	2292	0	1
17061	3	1	1	0	28	2292	0	1
17071	3	1	1	0	28	2292	0	1
17081	3	1	1	0	28	2292	0	1
17091	3	1	1	0	28	2292	0	1
17101	3	1	1	0	28	2292	0	1
17111	3	1	1	0	28	2292	0	1
17121	3	1	1	0	28	2292	0	1
17131	3	1	1	0	28	2292	0	1
17141	3	1	1	0	28	2292	0	1
17151	3	1	1	0	28	2292	0	1
17161	3	1	1	0	28	2292	0	1
17171	3	1	1	0	28	2292	0	1
17181	3	1	1	0	28	2292	0	1
17191	3	1	1	0	28	2292	0	1
17201	3	1	1	0	28	2292	0	1
17211	3	1	1	0	28	2292	0	1
17221	3	1	1	0	28	2292	0	1
17231	3	1	1	0	28	2292	0	1
17241	3	1	1	0	28	2292	0	1
17251	3	1	1	0	28	2292	0	1
17261	3	1	1	0	28	2292	0	1
17271	3	1	1	0	28	2292	0	1
17281	3	1	1	0	28	2292	0	1
17291	3	1	1	0	28	2292	0	1
17301	3	1	1	0	28	2292	0	1
17311	3	1	1	0	28	2292	0	1
17321	3	1	1	0	28	2292	0	1
17331	3	1	1	0	28	2292	0	1
17341	3	1	1	0	28	2292	0	1
17351	3	1	1	0	28	2292	0	1
17361	3	1	1	0	28	2292	0	1
17371	3	1	1	0	28	2292	0	1
17381	3	1	1	0	28	2292	0	1
17401	3	1	1	0	28	2292	0	1
17421	3	1	1	0	28	2292	0	1
17431	3	1	1	0	28	2292	0	1
17441	3	1	1	0	28	2292	0	1
17451	3	1	1	0	28	2292	0	1
17461	3	1	1	0	28	2292	0	1
17471	3	1	1	0	28	2292	0	1
17481	3	1	1	0	28	2292	0	1
17491	3	1	1	0	28	2292	0	1
17501	3	1	1	0	28	2292	0	1
17511	3	1	1	0	28	2292	0	1
17521	3	1	1	0	28	2292	0	1
17531	3	1	1	0	28	2292	0	1
17541	3	1	1	0	28	2292	0	1
17551	3	1	1	0	28	2292	0	1
17561	3	1	1	0	28	2292	0	1
17571	3	1	1	0	28	2292	0	1
17581	3	1	1	0	28	2292	0	1
17591	3	1	1	0	28	2292	0	1
17601	3	1	1	0	28	2292	0	1
17611	3	1	1	0	28	2292	0	1
17621	3	1	1	0	28	2292	0	1
17631	3	1	1	0	28	2292	0	1
17641	3	1	1	0	28	2292	0	1
17651	3	1	1	0	28	2292	0	1
17661	3	1	1	0	28	2292	0	1
17671	3	1	1	0	28	2292	0	1
17681	3	1	1	0	28	2292	0	1
17691	3	1	1	0	28	2292	0	1
17701	3	1	1	0	28	2292	0	1
17711	3	1	1	0	28	2292	0	1
17721	3	1	1	0	28	2292	0	1
17731	3	1	1	0	28	2292	0	1
17741	3	1	1	0	28	2292	0	1
17751	3	1	1	0	28	2292	0	1
17761	3	1	1	0	28	2292	0	1
17781	3	1	1	0	28	2292	0	1
17791	3	1	1	0	28	2292	0	1
17801	3	1	1	0	28	2292	0	1
17811	3	1	1	0	28	2292	0	1
17821	3	1	1	0	28	2292	0	1
17831	3	1	1	0	28	2292	0	1
17841	3	1	1	0	28	2292	0	1
17851	3	1	1	0	28	2292	0	1
17861	3	1	1	0	28	2292	0	1
17871	3	1	1	0	28	2292	0	1
17881	3	1	1	0	28	2292	0	1
17891	3	1	1	0	28	2292	0	1
17901	3	1	1	0	28	2292	0	1
17911	3	1	1	0	28	2292	0	1
17921	3	1	1	0	28	2292	0	1
17931	3	1	1	0	28	2292	0	1
17941	3	1	1	0	28	2292	0	1
17951	3	1	1	0	28	2292	0	1
17971	3	1	1	0	28	2292	0	1
17981	3	1	1	0	28	2292	0	1
17991	3	1	1	0	28	2292	0	1
18001	3	1	1	0	28	2292	0	1
18011	3	1	1	0	28	2292	0	1
18021	3	1	1	0	28	2292	0	1
18041	3	1	1	0	28	2292	0	1
18051	3	1	1	0	28	2292	0	1
18061	3	1	1	0	28	2292	0	1
18071	3	1	1	0	28	2292	0	1
18081	3	1	1	0	28	2292	0	1
18091	3	1	1	0	28	2292	0	1
18101	3	1	1	0	28	2292	0	1
18111	3	1	1	0	28	2292	0	1
18121	3	1	1	0	28	2292	0	1
18141	3	1	1	0	28	2292	0	1
18151	3	1	1	0	28	2292	0	1
18161	3	1	1	0	28	2292	0	1
18171	3	1	1	0	28	2292	0	1
18181	3	1	1	0	28	2292	0	1
18191	3	1	1	0	28	2292	0	1
18201	3	1	1	0	28	2292	0	1
18211	3	1	1	0	28	2292	0	1
18221	3	1	1	0	28	2292	0	1
18231	3	1	1	0	28	2292	0	1
18241	3	1	1	0	28	2292	0	1
18251	3	1	1	0	28	2292	0	1
18261	3	1	1	0	28	2292	0	1
18271	3	1	1	0	28	2292	0	1
18281	3	1	1	0	28	2292	0	1
18291	3	1	1	0	28	2292	0	1
18301	3	1	1	0	28	2292	0	1
18321	3	1	1	0	28	2292	0	1
18331	3	1	1	0	28	2292	0	1
18341	3	1	1	0	28	2292	0	1
18351	3	1	1	0	28	2292	0	1
18361	3	1	1	0	28	2292	0	1
18371	3	1	1	0	28	2292	0	1
18381	3	1	1	0	28	2292	0	1
18391	3	1	1	0	28	2292	0	1
18401	3	1	1	0	28	2292	0	1
18411	3	1	1	0	28	2292	0	1
18421	3	1	1	0	28	2292	0	1
18431	3	1	1	0	28	2292	0	1
18441	3	1	1	0	28	2292	0	1
18451	3	1	1	0	28	2292	0	1
18461	3	1	1	0	28	2292	0	1
18471	3	1	1	0	28	2292	0	1
18481	3	1	1	0	28	2292	0	1
18491	3	1	1	0	28	2292	0	1
18501	3	1	1	0	28	2292	0	1
18511	3	1	1	0	28	2292	0	1
18521	3	1	1	0	28	2292	0	1
18531	3	1	1	0	28	2292	0	1
18541	3	1	1	0	28	2292	0	1
18551	3	1	1	0	28	2292	0	1
18561	3	1	1	0	28	2292	0	1
18571	3	1	1	0	28	2292	0	1
18581	3	1	1	0	28	2292	0	1
18591	3	1	1	0	28	2292	0	1
18601	3	1	1	0	28	2292	0	1
18611	3	1	1	0	28	2292	0	1
18621	3	1	1	0	28	2292	0	1
18631	3	1	1	0	28	2292	0	1
18641	3	1	1	0	28	2292	0	1
18651	3	1	1	0	28	2292	0	1
18661	3	1	1	0	28	2292	0	1
18671	3	1	1	0	28	2292	0	1
18681	3	1	1	0	28	2292	0	1
18691	3	1	1	0	28	2292	0	1
18701	3	1	1	0	28	2292	0	1
18711	3	1	1	0	28	2292	0	1
18721	3	1	1	0	28	2292	0	1
18731	3	1	1	0	28	2292	0	1
18741	3	1	1	0	28	2292	0	1
18751	3	1	1	0	28	2292	0	1
18761	3	1	1	0	28	2292	0	1
18771	3	1	1	0	28	2292	0	1
18781	3	1	1	0	28	2292	0	1
18791	3	1	1	0	28	2292	0	1
18801	3	1	1	0	28	2292	0	1
18811	3	1	1	0	28	2292	0	1
18821	3	1	1	0	28	2292	0	1
18831	3	1	1	0	28	2292	0	1
18841	3	1	1	0	28	2292	0	1
18851	3	1	1	0	28	2292	0	1
18861	3	1	1	0	28	2292	0	1
18871	3	1	1	0	28	2292	0	1
18881	3	1	1	0	28	2292	0	1
18891	3	1	1	0	28	2292	0	1
18901	3	1	1	0	28	2292	0	1
18911	3	1	1	0	28	2292	0	1
18921	3	1	1	0	28	2292	0	1
18931	3	1	1	0	28	2292	0	1
18941	3	1	1	0	28	2292	0	1
18951	3	1	1	0	28	2292	0	1
18961	3	1	1	0	28	2292	0	1
18971	3	1	1	0	28	2292	0	1
18981	3	1	1	0	28	2292	0	1
18991	3	1	1	0	28	2292	0	1
19001	3	1	1	0	28	2292	0	1
19021	4	1	1	0	0	85	0	1
19022	4	1	1	0	0	85	0	1
19023	4	1	1	0	0	85	0	1
19024	4	1	1	0	0	85	0	1
19025	4	1	1	0	0	85	0	1
19027	4	1	1	0	0	85	0	1
19028	4	1	1	0	28	2292	0	1
19031	4	1	1	0	28	2292	0	1
19041	4	1	1	0	28	2292	0	1
19051	4	1	1	0	28	2292	0	1
19061	4	1	1	0	28	2292	0	1
19071	4	1	1	0	28	2292	0	1
19081	4	1	1	0	28	2292	0	1
19091	4	1	1	0	28	2292	0	1
19101	4	1	1	0	28	2292	0	1
19111	4	1	1	0	28	2292	0	1
19121	4	1	1	0	28	2292	0	1
19131	4	1	1	0	28	2292	0	1
19141	4	1	1	0	28	2292	0	1
19151	4	1	1	0	28	2292	0	1
19161	4	1	1	0	28	2292	0	1
19171	4	1	1	0	28	2292	0	1
19181	4	1	1	0	28	2292	0	1
19191	4	1	1	0	28	2292	0	1
19201	4	1	1	0	28	2292	0	1
19211	4	1	1	0	28	2292	0	1
19221	4	1	1	0	28	2292	0	1
19231	4	1	1	0	28	2292	0	1
19241	4	1	1	0	28	2292	0	1
19251	4	1	1	0	28	2292	0	1
19261	4	1	1	0	28	2292	0	1
19271	4	1	1	0	28	2292	0	1
19281	4	1	1	0	28	2292	0	1
19291	4	1	1	0	28	2292	0	1
19301	4	1	1	0	28	2292	0	1
19311	4	1	1	0	28	2292	0	1
19321	4	1	1	0	28	2292	0	1
19331	4	1	1	0	28	2292	0	1
19341	4	1	1	0	28	2292	0	1
19351	4	1	1	0	28	2292	0	1
19361	4	1	1	0	28	2292	0	1
19371	4	1	1	0	28	2292	0	1
19381	4	1	1	0	28	2292	0	1
19391	4	1	1	0	28	2292	0	1
19401	4	1	1	0	28	2292	0	1
19411	4	1	1	0	28	2292	0	1
19421	4	1	1	0	28	2292	0	1
19431	4	1	1	0	28	2292	0	1
19441	4	1	1	0	28	2292	0	1
19451	4	1	1	0	28	2292	0	1
19461	4	1	1	0	28	2292	0	1
19471	4	1	1	0	28	2292	0	1
19481	4	1	1	0	28	2292	0	1
19491	4	1	1	0	28	2292	0	1
19501	4	1	1	0	28	2292	0	1
19511	4	1	1	0	28	2292	0	1
19521	4	1	1	0	28	2292	0	1
19531	4	1	1	0	28	2292	0	1
19541	4	1	1	0	28	2292	0	1
19551	4	1	1	0	28	2292	0	1
19561	4	1	1	0	28	2292	0	1
19571	4	1	1	0	28	2292	0	1
19581	4	1	1	0	28	2292	0	1
19591	4	1	1	0	28	2292	0	1
19601	4	1	1	0	28	2292	0	1
19611	4	1	1	0	28	2292	0	1
19621	4	1	1	0	28	2292	0	1
19631	4	1	1	0	28	2292	0	1
19641	4	1	1	0	28	2292	0	1
19661	4	1	1	0	28	2292	0	1
19671	4	1	1	0	28	2292	0	1
19681	4	1	1	0	28	2292	0	1
19691	4	1	1	0	28	2292	0	1
19701	4	1	1	0	28	2292	0	1
19711	4	1	1	0	28	2292	0	1
19721	4	1	1	0	28	2292	0	1
19731	4	1	1	0	28	2292	0	1
19741	4	1	1	0	28	2292	0	1
19751	4	1	1	0	28	2292	0	1
19761	4	1	1	0	28	2292	0	1
19771	4	1	1	0	28	2292	0	1
19781	4	1	1	0	28	2292	0	1
19791	4	1	1	0	28	2292	0	1
19801	4	1	1	0	28	2292	0	1
19811	4	1	1	0	28	2292	0	1
19821	4	1	1	0	28	2292	0	1
19831	4	1	1	0	28	2292	0	1
19841	4	1	1	0	28	2292	0	1
19851	4	1	1	0	28	2292	0	1
19861	4	1	1	0	28	2292	0	1
19871	4	1	1	0	28	2292	0	1
19891	4	1	1	0	28	2292	0	1
19901	4	1	1	0	28	2292	0	1
19911	4	1	1	0	28	2292	0	1
19921	4	1	1	0	28	2292	0	1
19931	4	1	1	0	28	2292	0	1
19941	4	1	1	0	28	2292	0	1
19951	4	1	1	0	28	2292	0	1
19961	4	1	1	0	28	2292	0	1
19971	4	1	1	0	28	2292	0	1
19981	4	1	1	0	28	2292	0	1
20001	4	1	1	0	28	2292	0	1
20011	4	1	1	0	28	2292	0	1
20021	4	1	1	0	28	2292	0	1
20031	4	1	1	0	28	2292	0	1
20041	4	1	1	0	28	2292	0	1
20051	4	1	1	0	28	2292	0	1
20061	4	1	1	0	28	2292	0	1
20071	4	1	1	0	28	2292	0	1
20081	4	1	1	0	28	2292	0	1
20091	4	1	1	0	28	2292	0	1
20101	4	1	1	0	28	2292	0	1
20111	4	1	1	0	28	2292	0	1
20121	4	1	1	0	28	2292	0	1
20131	4	1	1	0	28	2292	0	1
20141	4	1	1	0	28	2292	0	1
20151	4	1	1	0	28	2292	0	1
20161	4	1	1	0	28	2292	0	1
20171	4	1	1	0	28	2292	0	1
20181	4	1	1	0	28	2292	0	1
20191	4	1	1	0	28	2292	0	1
20201	4	1	1	0	28	2292	0	1
20211	4	1	1	0	28	2292	0	1
20221	4	1	1	0	28	2292	0	1
20231	4	1	1	0	28	2292	0	1
20241	4	1	1	0	28	2292	0	1
20251	4	1	1	0	28	2292	0	1
20261	4	1	1	0	28	2292	0	1
20271	4	1	1	0	28	2292	0	1
20281	4	1	1	0	28	2292	0	1
20291	4	1	1	0	28	2292	0	1
20301	4	1	1	0	28	2292	0	1
20311	4	1	1	0	28	2292	0	1
20321	4	1	1	0	28	2292	0	1
20331	4	1	1	0	28	2292	0	1
20341	4	1	1	0	28	2292	0	1
20351	4	1	1	0	28	2292	0	1
20361	4	1	1	0	28	2292	0	1
20371	4	1	1	0	28	2292	0	1
20381	4	1	1	0	28	2292	0	1
20391	4	1	1	0	28	2292	0	1
20401	4	1	1	0	28	2292	0	1
20411	4	1	1	0	28	2292	0	1
20421	4	1	1	0	28	2292	0	1
20431	4	1	1	0	28	2292	0	1
20441	4	1	1	0	28	2292	0	1
20451	4	1	1	0	28	2292	0	1
20461	4	1	1	0	28	2292	0	1
20471	4	1	1	0	28	2292	0	1
20481	4	1	1	0	28	2292	0	1
20491	4	1	1	0	28	2292	0	1
20501	4	1	1	0	28	2292	0	1
20511	4	1	1	0	28	2292	0	1
20521	4	1	1	0	28	2292	0	1
20531	4	1	1	0	28	2292	0	1
20541	4	1	1	0	28	2292	0	1
20551	4	1	1	0	28	2292	0	1
20561	4	1	1	0	28	2292	0	1
20571	4	1	1	0	28	2292	0	1
20581	4	1	1	0	28	2292	0	1
20591	4	1	1	0	28	2292	0	1
20601	4	1	1	0	28	2292	0	1
20611	4	1	1	0	28	2292	0	1
20621	4	1	1	0	28	2292	0	1
20631	4	1	1	0	28	2292	0	1
20641	4	1	1	0	28	2292	0	1
20651	4	1	1	0	28	2292	0	1
20661	4	1	1	0	28	2292	0	1
20671	4	1	1	0	28	2292	0	1
20681	4	1	1	0	28	2292	0	1
20691	4	1	1	0	28	2292	0	1
20701	4	1	1	0	28	2292	0	1
20711	4	1	1	0	28	2292	0	1
20721	4	1	1	0	28	2292	0	1
20731	4	1	1	0	28	2292	0	1
20741	4	1	1	0	28	2292	0	1
20751	4	1	1	0	28	2292	0	1
20761	4	1	1	0	28	2292	0	1
20771	4	1	1	0	28	2292	0	1
20781	4	1	1	0	28	2292	0	1
20791	4	1	1	0	28	2292	0	1
20801	4	1	1	0	28	2292	0	1
20811	4	1	1	0	28	2292	0	1
20821	4	1	1	0	28	2292	0	1
20831	4	1	1	0	28	2292	0	1
20841	4	1	1	0	28	2292	0	1
20851	4	1	1	0	28	2292	0	1
20861	4	1	1	0	28	2292	0	1
20871	4	1	1	0	28	2292	0	1
20881	4	1	1	0	28	2292	0	1
20891	4	1	1	0	28	2292	0	1
20901	4	1	1	0	28	2292	0	1
20911	4	1	1	0	28	2292	0	1
20921	4	1	1	0	28	2292	0	1
20931	4	1	1	0	28	2292	0	1
20941	4	1	1	0	28	2292	0	1
20951	4	1	1	0	28	2292	0	1
20961	4	1	1	0	28	2292	0	1
20971	4	1	1	0	28	2292	0	1
20981	4	1	1	0	28	2292	0	1
20991	4	1	1	0	28	2292	0	1
21001	4	1	1	0	28	2292	0	1
21011	4	1	1	0	28	2292	0	1
21021	4	1	1	0	28	2292	0	1
21031	4	1	1	0	28	2292	0	1
21041	4	1	1	0	28	2292	0	1
21051	4	1	1	0	28	2292	0	1
21061	4	1	1	0	28	2292	0	1
21071	4	1	1	0	28	2292	0	1
21081	4	1	1	0	28	2292	0	1
21091	4	1	1	0	28	2292	0	1
21101	4	1	1	0	28	2292	0	1
21111	4	1	1	0	28	2292	0	1
21121	4	1	1	0	28	2292	0	1
21131	4	1	1	0	28	2292	0	1
21141	4	1	1	0	28	2292	0	1
21151	4	1	1	0	28	2292	0	1
21161	4	1	1	0	28	2292	0	1
21171	4	1	1	0	28	2292	0	1
21181	4	1	1	0	28	2292	0	1
21191	4	1	1	0	28	2292	0	1
21201	4	1	1	0	28	2292	0	1
21211	4	1	1	0	28	2292	0	1
21221	4	1	1	0	28	2292	0	1
21231	4	1	1	0	28	2292	0	1
21241	4	1	1	0	28	2292	0	1
21251	4	1	1	0	28	2292	0	1
21261	4	1	1	0	28	2292	0	1
21271	4	1	1	0	28	2292	0	1
21281	4	1	1	0	28	2292	0	1
21291	4	1	1	0	28	2292	0	1
21301	4	1	1	0	28	2292	0	1
21311	4	1	1	0	28	2292	0	1
21331	4	1	1	0	28	2292	0	1
21341	4	1	1	0	28	2292	0	1
21351	4	1	1	0	28	2292	0	1
21371	4	1	1	0	28	2292	0	1
21381	4	1	1	0	28	2292	0	1
21391	4	1	1	0	28	2292	0	1
21401	4	1	1	0	28	2292	0	1
21411	4	1	1	0	28	2292	0	1
21421	4	1	1	0	28	2292	0	1
21431	4	1	1	0	28	2292	0	1
21441	4	1	1	0	28	2292	0	1
21451	4	1	1	0	28	2292	0	1
21461	4	1	1	0	28	2292	0	1
21471	4	1	1	0	28	2292	0	1
21481	4	1	1	0	28	2292	0	1
21491	4	1	1	0	28	2292	0	1
21501	4	1	1	0	28	2292	0	1
21511	4	1	1	0	28	2292	0	1
21521	4	1	1	0	28	2292	0	1
21531	4	1	1	0	28	2292	0	1
21541	4	1	1	0	28	2292	0	1
21551	4	1	1	0	28	2292	0	1
21561	4	1	1	0	28	2292	0	1
21571	4	1	1	0	28	2292	0	1
21581	4	1	1	0	28	2292	0	1
21591	4	1	1	0	28	2292	0	1
