% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
513	1	1	1	0	0	28	2196	0	1	1
523	1	1	1	0	0	28	2196	0	1	1
533	1	1	1	0	0	28	2196	0	1	1
543	1	1	1	0	0	28	2196	0	1	1
553	1	1	1	0	0	28	2196	0	1	1
563	1	1	1	0	0	28	2196	0	1	1
573	1	1	1	0	0	28	2196	0	1	1
583	1	1	1	0	0	28	2196	0	1	1
593	1	1	1	0	0	28	2196	0	1	1
603	1	1	1	0	0	28	2196	0	1	1
613	1	1	1	0	0	28	2196	0	1	1
623	1	1	1	0	0	28	2196	0	1	1
633	1	1	1	0	0	28	2196	0	1	1
643	1	1	1	0	0	28	2196	0	1	1
653	1	1	1	0	0	28	2196	0	1	1
663	1	1	1	0	0	28	2196	0	1	1
673	1	1	1	0	0	28	2196	0	1	1
683	1	1	1	0	0	28	2196	0	1	1
693	1	1	1	0	0	28	2196	0	1	1
703	1	1	1	0	0	28	2196	0	1	1
713	1	1	1	0	0	28	2196	0	1	1
723	1	1	1	0	0	28	2196	0	1	1
733	1	1	1	0	0	28	2196	0	1	1
743	1	1	1	0	0	28	2196	0	1	1
753	1	1	1	0	0	28	2196	0	1	1
763	1	1	1	0	0	28	2196	0	1	1
773	1	1	1	0	0	28	2196	0	1	1
783	1	1	1	0	0	28	2196	0	1	1
793	1	1	1	0	0	28	2196	0	1	1
803	1	1	1	0	0	28	2196	0	1	1
813	1	1	1	0	0	28	2196	0	1	1
823	1	1	1	0	0	28	2196	0	1	1
833	1	1	1	0	0	28	2196	0	1	1
843	1	1	1	0	0	28	2196	0	1	1
853	1	1	1	0	0	28	2196	0	1	1
863	1	1	1	0	0	28	2196	0	1	1
873	1	1	1	0	0	28	2196	0	1	1
883	1	1	1	0	0	28	2196	0	1	1
893	1	1	1	0	0	28	2196	0	1	1
903	1	1	1	0	0	28	2196	0	1	1
913	1	1	1	0	0	28	2196	0	1	1
923	1	1	1	0	0	28	2196	0	1	1
933	1	1	1	0	0	28	2196	0	1	1
943	1	1	1	0	0	28	2196	0	1	1
953	1	1	1	0	0	28	2196	0	1	1
963	1	1	1	0	0	28	2196	0	1	1
973	1	1	1	0	0	28	2196	0	1	1
983	1	1	1	0	0	28	2196	0	1	1
993	1	1	1	0	0	28	2196	0	1	1
1003	1	1	1	0	0	28	2196	0	1	1
1013	1	1	1	0	0	28	2196	0	1	1
1023	1	1	1	0	0	28	2196	0	1	1
1033	1	1	1	0	0	28	2196	0	1	1
1043	1	1	1	0	0	28	2196	0	1	1
1053	1	1	1	0	0	28	2196	0	1	1
1063	1	1	1	0	0	28	2196	0	1	1
1073	1	1	1	0	0	28	2196	0	1	1
1083	1	1	1	0	0	28	2196	0	1	1
1093	1	1	1	0	0	28	2196	0	1	1
1103	1	1	1	0	0	28	2196	0	1	1
1113	1	1	1	0	0	28	2196	0	1	1
1123	1	1	1	0	0	28	2196	0	1	1
1133	1	1	1	0	0	28	2196	0	1	1
1143	1	1	1	0	0	28	2196	0	1	1
1153	1	1	1	0	0	28	2196	0	1	1
1163	1	1	1	0	0	28	2196	0	1	1
1173	1	1	1	0	0	28	2196	0	1	1
1183	1	1	1	0	0	28	2196	0	1	1
1193	1	1	1	0	0	28	2196	0	1	1
1203	1	1	1	0	0	28	2196	0	1	1
1213	1	1	1	0	0	28	2196	0	1	1
1223	1	1	1	0	0	28	2196	0	1	1
1233	1	1	1	0	0	28	2196	0	1	1
1243	1	1	1	0	0	28	2196	0	1	1
1253	1	1	1	0	0	28	2196	0	1	1
1263	1	1	1	0	0	28	2196	0	1	1
1273	1	1	1	0	0	28	2196	0	1	1
1283	1	1	1	0	0	28	2196	0	1	1
1293	1	1	1	0	0	28	2196	0	1	1
1303	1	1	1	0	0	28	2196	0	1	1
1313	1	1	1	0	0	28	2196	0	1	1
1323	1	1	1	0	0	28	2196	0	1	1
1333	1	1	1	0	0	28	2196	0	1	1
1343	1	1	1	0	0	28	2196	0	1	1
1353	1	1	1	0	0	28	2196	0	1	1
1363	1	1	1	0	0	28	2196	0	1	1
1373	1	1	1	0	0	28	2196	0	1	1
1383	1	1	1	0	0	28	2196	0	1	1
1393	1	1	1	0	0	28	2196	0	1	1
1403	1	1	1	0	0	28	2196	0	1	1
1413	1	1	1	0	0	28	2196	0	1	1
1423	1	1	1	0	0	28	2196	0	1	1
1433	1	1	1	0	0	28	2196	0	1	1
1443	1	1	1	0	0	28	2196	0	1	1
1453	1	1	1	0	0	28	2196	0	1	1
1463	1	1	1	0	0	28	2196	0	1	1
1473	1	1	1	0	0	28	2196	0	1	1
1483	1	1	1	0	0	28	2196	0	1	1
1493	1	1	1	0	0	28	2196	0	1	1
1503	1	1	1	0	0	28	2196	0	1	1
1513	1	1	1	0	0	28	2196	0	1	1
1523	1	1	1	0	0	28	2196	0	1	1
1533	1	1	1	0	0	28	2196	0	1	1
1543	1	1	1	0	0	28	2196	0	1	1
1553	1	1	1	0	0	28	2196	0	1	1
1563	1	1	1	0	0	28	2196	0	1	1
1573	1	1	1	0	0	28	2196	0	1	1
1583	1	1	1	0	0	28	2196	0	1	1
1593	1	1	1	0	0	28	2196	0	1	1
1603	1	1	1	0	0	28	2196	0	1	1
1613	1	1	1	0	0	28	2196	0	1	1
1623	1	1	1	0	0	28	2196	0	1	1
1633	1	1	1	0	0	28	2196	0	1	1
1643	1	1	1	0	0	28	2196	0	1	1
1653	1	1	1	0	0	28	2196	0	1	1
1663	1	1	1	0	0	28	2196	0	1	1
1673	1	1	1	0	0	28	2196	0	1	1
1683	1	1	1	0	0	28	2196	0	1	1
1693	1	1	1	0	0	28	2196	0	1	1
1703	1	1	1	0	0	28	2196	0	1	1
1713	1	1	1	0	0	28	2196	0	1	1
1723	1	1	1	0	0	28	2196	0	1	1
1733	1	1	1	0	0	28	2196	0	1	1
1743	1	1	1	0	0	28	2196	0	1	1
1753	1	1	1	0	0	28	2196	0	1	1
1763	1	1	1	0	0	28	2196	0	1	1
1773	1	1	1	0	0	28	2196	0	1	1
1783	1	1	1	0	0	28	2196	0	1	1
1793	1	1	1	0	0	28	2196	0	1	1
1803	1	1	1	0	0	28	2196	0	1	1
1813	1	1	1	0	0	28	2196	0	1	1
1823	1	1	1	0	0	28	2196	0	1	1
1833	1	1	1	0	0	28	2196	0	1	1
1843	1	1	1	0	0	28	2196	0	1	1
1853	1	1	1	0	0	28	2196	0	1	1
1863	1	1	1	0	0	28	2196	0	1	1
1873	1	1	1	0	0	28	2196	0	1	1
1883	1	1	1	0	0	28	2196	0	1	1
1893	1	1	1	0	0	28	2196	0	1	1
1903	1	1	1	0	0	28	2196	0	1	1
1913	1	1	1	0	0	28	2196	0	1	1
1923	1	1	1	0	0	28	2196	0	1	1
1933	1	1	1	0	0	28	2196	0	1	1
1943	1	1	1	0	0	28	2196	0	1	1
1953	1	1	1	0	0	28	2196	0	1	1
1963	1	1	1	0	0	28	2196	0	1	1
1973	1	1	1	0	0	28	2196	0	1	1
1983	1	1	1	0	0	28	2196	0	1	1
1993	1	1	1	0	0	28	2196	0	1	1
2003	1	1	1	0	0	28	2196	0	1	1
2013	1	1	1	0	0	28	2196	0	1	1
2023	1	1	1	0	0	28	2196	0	1	1
2033	1	1	1	0	0	28	2196	0	1	1
2043	1	1	1	0	0	28	2196	0	1	1
2053	1	1	1	0	0	28	2196	0	1	1
2063	1	1	1	0	0	28	2196	0	1	1
2073	1	1	1	0	0	28	2196	0	1	1
2083	1	1	1	0	0	28	2196	0	1	1
2093	1	1	1	0	0	28	2196	0	1	1
2103	1	1	1	0	0	28	2196	0	1	1
2113	1	1	1	0	0	28	2196	0	1	1
2123	1	1	1	0	0	28	2196	0	1	1
2133	1	1	1	0	0	28	2196	0	1	1
2143	1	1	1	0	0	28	2196	0	1	1
2153	1	1	1	0	0	28	2196	0	1	1
2163	1	1	1	0	0	28	2196	0	1	1
2173	1	1	1	0	0	28	2196	0	1	1
2183	1	1	1	0	0	28	2196	0	1	1
2193	1	1	1	0	0	28	2196	0	1	1
2203	1	1	1	0	0	28	2196	0	1	1
2213	1	1	1	0	0	28	2196	0	1	1
2223	1	1	1	0	0	28	2196	0	1	1
2233	1	1	1	0	0	28	2196	0	1	1
2243	1	1	1	0	0	28	2196	0	1	1
2253	1	1	1	0	0	28	2196	0	1	1
2263	1	1	1	0	0	28	2196	0	1	1
2273	1	1	1	0	0	28	2196	0	1	1
2283	1	1	1	0	0	28	2196	0	1	1
2293	1	1	1	0	0	28	2196	0	1	1
2303	1	1	1	0	0	28	2196	0	1	1
2313	1	1	1	0	0	28	2196	0	1	1
2323	1	1	1	0	0	28	2196	0	1	1
2333	1	1	1	0	0	28	2196	0	1	1
2343	1	1	1	0	0	28	2196	0	1	1
2353	1	1	1	0	0	28	2196	0	1	1
2363	1	1	1	0	0	28	2196	0	1	1
2373	1	1	1	0	0	28	2196	0	1	1
2383	1	1	1	0	0	28	2196	0	1	1
2393	1	1	1	0	0	28	2196	0	1	1
2403	1	1	1	0	0	28	2196	0	1	1
2413	1	1	1	0	0	28	2196	0	1	1
2423	1	1	1	0	0	28	2196	0	1	1
2433	1	1	1	0	0	28	2196	0	1	1
2443	1	1	1	0	0	28	2196	0	1	1
2453	1	1	1	0	0	28	2196	0	1	1
2463	1	1	1	0	0	28	2196	0	1	1
2473	1	1	1	0	0	28	2196	0	1	1
2483	1	1	1	0	0	28	2196	0	1	1
2493	1	1	1	0	0	28	2196	0	1	1
2503	1	1	1	0	0	28	2196	0	1	1
2513	1	1	1	0	0	28	2196	0	1	1
2523	1	1	1	0	0	28	2196	0	1	1
2533	1	1	1	0	0	28	2196	0	1	1
2543	1	1	1	0	0	28	2196	0	1	1
2553	1	1	1	0	0	28	2196	0	1	1
2563	1	1	1	0	0	28	2196	0	1	1
2573	1	1	1	0	0	28	2196	0	1	1
2583	1	1	1	0	0	28	2196	0	1	1
2593	1	1	1	0	0	28	2196	0	1	1
2603	1	1	1	0	0	28	2196	0	1	1
2613	1	1	1	0	0	28	2196	0	1	1
2623	1	1	1	0	0	28	2196	0	1	1
2633	1	1	1	0	0	28	2196	0	1	1
2643	1	1	1	0	0	28	2196	0	1	1
2653	1	1	1	0	0	28	2196	0	1	1
2663	1	1	1	0	0	28	2196	0	1	1
2673	1	1	1	0	0	28	2196	0	1	1
2683	1	1	1	0	0	28	2196	0	1	1
2693	1	1	1	0	0	28	2196	0	1	1
2703	1	1	1	0	0	28	2196	0	1	1
2713	1	1	1	0	0	28	2196	0	1	1
2723	1	1	1	0	0	28	2196	0	1	1
2733	1	1	1	0	0	28	2196	0	1	1
2743	1	1	1	0	0	28	2196	0	1	1
2753	1	1	1	0	0	28	2196	0	1	1
2763	1	1	1	0	0	28	2196	0	1	1
2773	1	1	1	0	0	28	2196	0	1	1
2783	1	1	1	0	0	28	2196	0	1	1
2793	1	1	1	0	0	28	2196	0	1	1
2803	1	1	1	0	0	28	2196	0	1	1
2813	1	1	1	0	0	28	2196	0	1	1
2823	1	1	1	0	0	28	2196	0	1	1
2833	1	1	1	0	0	28	2196	0	1	1
2843	1	1	1	0	0	28	2196	0	1	1
2853	1	1	1	0	0	28	2196	0	1	1
2863	1	1	1	0	0	28	2196	0	1	1
2873	1	1	1	0	0	28	2196	0	1	1
2883	1	1	1	0	0	28	2196	0	1	1
2893	1	1	1	0	0	28	2196	0	1	1
2903	1	1	1	0	0	28	2196	0	1	1
2913	1	1	1	0	0	28	2196	0	1	1
2923	1	1	1	0	0	28	2196	0	1	1
2933	1	1	1	0	0	28	2196	0	1	1
2943	1	1	1	0	0	28	2196	0	1	1
2953	1	1	1	0	0	28	2196	0	1	1
2963	1	1	1	0	0	28	2196	0	1	1
2973	1	1	1	0	0	28	2196	0	1	1
2983	1	1	1	0	0	28	2196	0	1	1
3003	1	1	1	0	0	28	2196	0	1	1
3013	1	1	1	0	0	28	2196	0	1	1
3023	1	1	1	0	0	28	2196	0	1	1
3033	1	1	1	0	0	28	2196	0	1	1
3043	1	1	1	0	0	28	2196	0	1	1
3053	1	1	1	0	0	28	2196	0	1	1
3063	1	1	1	0	0	28	2196	0	1	1
3073	1	1	1	0	0	28	2196	0	1	1
3083	1	1	1	0	0	28	2196	0	1	1
3093	1	1	1	0	0	28	2196	0	1	1
3103	1	1	1	0	0	28	2196	0	1	1
3113	1	1	1	0	0	28	2196	0	1	1
3123	1	1	1	0	0	28	2196	0	1	1
3133	1	1	1	0	0	28	2196	0	1	1
3143	1	1	1	0	0	28	2196	0	1	1
3153	1	1	1	0	0	28	2196	0	1	1
3163	1	1	1	0	0	28	2196	0	1	1
3173	1	1	1	0	0	28	2196	0	1	1
3183	1	1	1	0	0	28	2196	0	1	1
3193	1	1	1	0	0	28	2196	0	1	1
3203	1	1	1	0	0	28	2196	0	1	1
3213	1	1	1	0	0	28	2196	0	1	1
3223	1	1	1	0	0	28	2196	0	1	1
3233	1	1	1	0	0	28	2196	0	1	1
3243	1	1	1	0	0	28	2196	0	1	1
3253	1	1	1	0	0	28	2196	0	1	1
3263	1	1	1	0	0	28	2196	0	1	1
3273	1	1	1	0	0	28	2196	0	1	1
3283	1	1	1	0	0	28	2196	0	1	1
3293	1	1	1	0	0	28	2196	0	1	1
3303	1	1	1	0	0	28	2196	0	1	1
3313	1	1	1	0	0	28	2196	0	1	1
3323	1	1	1	0	0	28	2196	0	1	1
3333	1	1	1	0	0	28	2196	0	1	1
3343	1	1	1	0	0	28	2196	0	1	1
3353	1	1	1	0	0	28	2196	0	1	1
3363	1	1	1	0	0	28	2196	0	1	1
3373	1	1	1	0	0	28	2196	0	1	1
3383	1	1	1	0	0	28	2196	0	1	1
3393	1	1	1	0	0	28	2196	0	1	1
3403	1	1	1	0	0	28	2196	0	1	1
3413	1	1	1	0	0	28	2196	0	1	1
3423	1	1	1	0	0	28	2196	0	1	1
3433	1	1	1	0	0	28	2196	0	1	1
3443	1	1	1	0	0	28	2196	0	1	1
3453	1	1	1	0	0	28	2196	0	1	1
3463	1	1	1	0	0	28	2196	0	1	1
3473	1	1	1	0	0	28	2196	0	1	1
3483	1	1	1	0	0	28	2196	0	1	1
3493	1	1	1	0	0	28	2196	0	1	1
3503	1	1	1	0	0	28	2196	0	1	1
3513	1	1	1	0	0	28	2196	0	1	1
3523	1	1	1	0	0	28	2196	0	1	1
3533	1	1	1	0	0	28	2196	0	1	1
3543	1	1	1	0	0	28	2196	0	1	1
3553	1	1	1	0	0	28	2196	0	1	1
3563	1	1	1	0	0	28	2196	0	1	1
3573	1	1	1	0	0	28	2196	0	1	1
3583	1	1	1	0	0	28	2196	0	1	1
3593	1	1	1	0	0	28	2196	0	1	1
3603	1	1	1	0	0	28	2196	0	1	1
3613	1	1	1	0	0	28	2196	0	1	1
3623	1	1	1	0	0	28	2196	0	1	1
3633	1	1	1	0	0	28	2196	0	1	1
3643	1	1	1	0	0	28	2196	0	1	1
3653	1	1	1	0	0	28	2196	0	1	1
3663	1	1	1	0	0	28	2196	0	1	1
3673	1	1	1	0	0	28	2196	0	1	1
3683	1	1	1	0	0	28	2196	0	1	1
3693	1	1	1	0	0	28	2196	0	1	1
3703	1	1	1	0	0	28	2196	0	1	1
3713	1	1	1	0	0	28	2196	0	1	1
3723	1	1	1	0	0	28	2196	0	1	1
3733	1	1	1	0	0	28	2196	0	1	1
3743	1	1	1	0	0	28	2196	0	1	1
3753	1	1	1	0	0	28	2196	0	1	1
3763	1	1	1	0	0	28	2196	0	1	1
3773	1	1	1	0	0	28	2196	0	1	1
3793	1	1	1	0	0	28	2196	0	1	1
3803	1	1	1	0	0	28	2196	0	1	1
3813	1	1	1	0	0	28	2196	0	1	1
3823	1	1	1	0	0	28	2196	0	1	1
3833	1	1	1	0	0	28	2196	0	1	1
3843	1	1	1	0	0	28	2196	0	1	1
3853	1	1	1	0	0	28	2196	0	1	1
3863	1	1	1	0	0	28	2196	0	1	1
3873	1	1	1	0	0	28	2196	0	1	1
3883	1	1	1	0	0	28	2196	0	1	1
3903	1	1	1	0	0	28	2196	0	1	1
3913	1	1	1	0	0	28	2196	0	1	1
3923	1	1	1	0	0	28	2196	0	1	1
3933	1	1	1	0	0	28	2196	0	1	1
3943	1	1	1	0	0	28	2196	0	1	1
3953	1	1	1	0	0	28	2196	0	1	1
3963	1	1	1	0	0	28	2196	0	1	1
3973	1	1	1	0	0	28	2196	0	1	1
3983	1	1	1	0	0	28	2196	0	1	1
3993	1	1	1	0	0	28	2196	0	1	1
4003	1	1	1	0	0	28	2196	0	1	1
4013	1	1	1	0	0	28	2196	0	1	1
4023	1	1	1	0	0	28	2196	0	1	1
4033	1	1	1	0	0	28	2196	0	1	1
4043	1	1	1	0	0	28	2196	0	1	1
4053	1	1	1	0	0	28	2196	0	1	1
4063	1	1	1	0	0	28	2196	0	1	1
4073	1	1	1	0	0	28	2196	0	1	1
4083	1	1	1	0	0	28	2196	0	1	1
4093	1	1	1	0	0	28	2196	0	1	1
4103	1	1	1	0	0	28	2196	0	1	1
4113	1	1	1	0	0	28	2196	0	1	1
4123	1	1	1	0	0	28	2196	0	1	1
4133	1	1	1	0	0	28	2196	0	1	1
4143	1	1	1	0	0	28	2196	0	1	1
4153	1	1	1	0	0	28	2196	0	1	1
4163	1	1	1	0	0	28	2196	0	1	1
4173	1	1	1	0	0	28	2196	0	1	1
4183	1	1	1	0	0	28	2196	0	1	1
4193	1	1	1	0	0	28	2196	0	1	1
4203	1	1	1	0	0	28	2196	0	1	1
4213	1	1	1	0	0	28	2196	0	1	1
4223	1	1	1	0	0	28	2196	0	1	1
4233	1	1	1	0	0	28	2196	0	1	1
4243	1	1	1	0	0	28	2196	0	1	1
4253	1	1	1	0	0	28	2196	0	1	1
4263	1	1	1	0	0	28	2196	0	1	1
4283	1	1	1	0	0	28	2196	0	1	1
4293	1	1	1	0	0	28	2196	0	1	1
4303	1	1	1	0	0	28	2196	0	1	1
4313	1	1	1	0	0	28	2196	0	1	1
4323	1	1	1	0	0	28	2196	0	1	1
4333	1	1	1	0	0	28	2196	0	1	1
4343	1	1	1	0	0	28	2196	0	1	1
4353	1	1	1	0	0	28	2196	0	1	1
4363	1	1	1	0	0	28	2196	0	1	1
4373	1	1	1	0	0	28	2196	0	1	1
4383	1	1	1	0	0	28	2196	0	1	1
4393	1	1	1	0	0	28	2196	0	1	1
4403	1	1	1	0	0	28	2196	0	1	1
4413	1	1	1	0	0	28	2196	0	1	1
4423	1	1	1	0	0	28	2196	0	1	1
4433	1	1	1	0	0	28	2196	0	1	1
4443	1	1	1	0	0	28	2196	0	1	1
4453	1	1	1	0	0	28	2196	0	1	1
4473	1	1	1	0	0	28	2196	0	1	1
4483	1	1	1	0	0	28	2196	0	1	1
4493	1	1	1	0	0	28	2196	0	1	1
4503	1	1	1	0	0	28	2196	0	1	1
4513	1	1	1	0	0	28	2196	0	1	1
4523	1	1	1	0	0	28	2196	0	1	1
4533	1	1	1	0	0	28	2196	0	1	1
4543	1	1	1	0	0	28	2196	0	1	1
4553	1	1	1	0	0	28	2196	0	1	1
4563	1	1	1	0	0	28	2196	0	1	1
4573	1	1	1	0	0	28	2196	0	1	1
4583	1	1	1	0	0	28	2196	0	1	1
4593	1	1	1	0	0	28	2196	0	1	1
4603	1	1	1	0	0	28	2196	0	1	1
4613	1	1	1	0	0	28	2196	0	1	1
4623	1	1	1	0	0	28	2196	0	1	1
4633	1	1	1	0	0	28	2196	0	1	1
4653	1	1	1	0	0	28	2196	0	1	1
4663	1	1	1	0	0	28	2196	0	1	1
4683	1	1	1	0	0	28	2196	0	1	1
4693	1	1	1	0	0	28	2196	0	1	1
4703	1	1	1	0	0	28	2196	0	1	1
4713	1	1	1	0	0	28	2196	0	1	1
4723	1	1	1	0	0	28	2196	0	1	1
4733	1	1	1	0	0	28	2196	0	1	1
4743	1	1	1	0	0	28	2196	0	1	1
4753	1	1	1	0	0	28	2196	0	1	1
4763	1	1	1	0	0	28	2196	0	1	1
4773	1	1	1	0	0	28	2196	0	1	1
4783	1	1	1	0	0	28	2196	0	1	1
4793	1	1	1	0	0	28	2196	0	1	1
4803	1	1	1	0	0	28	2196	0	1	1
4813	1	1	1	0	0	28	2196	0	1	1
4823	1	1	1	0	0	28	2196	0	1	1
4833	1	1	1	0	0	28	2196	0	1	1
4843	1	1	1	0	0	28	2196	0	1	1
4853	1	1	1	0	0	28	2196	0	1	1
4863	1	1	1	0	0	28	2196	0	1	1
4873	1	1	1	0	0	28	2196	0	1	1
4893	1	1	1	0	0	28	2196	0	1	1
4903	1	1	1	0	0	28	2196	0	1	1
4913	1	1	1	0	0	28	2196	0	1	1
4923	1	1	1	0	0	28	2196	0	1	1
4933	1	1	1	0	0	28	2196	0	1	1
4943	1	1	1	0	0	28	2196	0	1	1
4953	1	1	1	0	0	28	2196	0	1	1
4963	1	1	1	0	0	28	2196	0	1	1
4973	1	1	1	0	0	28	2196	0	1	1
4983	1	1	1	0	0	28	2196	0	1	1
4993	1	1	1	0	0	28	2196	0	1	1
5003	1	1	1	0	0	28	2196	0	1	1
5013	1	1	1	0	0	28	2196	0	1	1
5023	1	1	1	0	0	28	2196	0	1	1
5033	1	1	1	0	0	28	2196	0	1	1
5043	1	1	1	0	0	28	2196	0	1	1
5053	1	1	1	0	0	28	2196	0	1	1
5063	1	1	1	0	0	28	2196	0	1	1
5073	1	1	1	0	0	28	2196	0	1	1
5083	1	1	1	0	0	28	2196	0	1	1
5093	1	1	1	0	0	28	2196	0	1	1
5103	1	1	1	0	0	28	2196	0	1	1
5123	1	1	1	0	0	28	2196	0	1	1
5133	1	1	1	0	0	28	2196	0	1	1
5143	1	1	1	0	0	28	2196	0	1	1
5153	1	1	1	0	0	28	2196	0	1	1
5163	1	1	1	0	0	28	2196	0	1	1
5173	1	1	1	0	0	28	2196	0	1	1
5183	1	1	1	0	0	28	2196	0	1	1
5193	1	1	1	0	0	28	2196	0	1	1
5203	1	1	1	0	0	28	2196	0	1	1
5213	1	1	1	0	0	28	2196	0	1	1
5233	1	1	1	0	0	28	2196	0	1	1
5243	1	1	1	0	0	28	2196	0	1	1
5253	1	1	1	0	0	28	2196	0	1	1
5263	1	1	1	0	0	28	2196	0	1	1
5273	1	1	1	0	0	28	2196	0	1	1
5283	1	1	1	0	0	28	2196	0	1	1
5303	1	1	1	0	0	28	2196	0	1	1
5313	1	1	1	0	0	28	2196	0	1	1
5323	1	1	1	0	0	28	2196	0	1	1
5353	1	1	1	0	0	28	2196	0	1	1
5363	1	1	1	0	0	28	2196	0	1	1
5373	1	1	1	0	0	28	2196	0	1	1
5383	1	1	1	0	0	28	2196	0	1	1
5393	1	1	1	0	0	28	2196	0	1	1
5403	1	1	1	0	0	28	2196	0	1	1
5413	1	1	1	0	0	28	2196	0	1	1
5423	1	1	1	0	0	28	2196	0	1	1
5433	1	1	1	0	0	28	2196	0	1	1
5443	1	1	1	0	0	28	2196	0	1	1
5453	1	1	1	0	0	28	2196	0	1	1
5463	1	1	1	0	0	28	2196	0	1	1
5473	1	1	1	0	0	28	2196	0	1	1
5493	1	1	1	0	0	28	2196	0	1	1
5503	1	1	1	0	0	28	2196	0	1	1
5513	1	1	1	0	0	28	2196	0	1	1
5523	1	1	1	0	0	28	2196	0	1	1
5533	1	1	1	0	0	28	2196	0	1	1
5543	1	1	1	0	0	28	2196	0	1	1
5553	1	1	1	0	0	28	2196	0	1	1
5563	1	1	1	0	0	28	2196	0	1	1
5573	1	1	1	0	0	28	2196	0	1	1
5583	1	1	1	0	0	28	2196	0	1	1
5593	1	1	1	0	0	28	2196	0	1	1
5603	1	1	1	0	0	28	2196	0	1	1
5613	1	1	1	0	0	28	2196	0	1	1
5623	1	1	1	0	0	28	2196	0	1	1
5633	1	1	1	0	0	28	2196	0	1	1
5643	1	1	1	0	0	28	2196	0	1	1
5653	1	1	1	0	0	28	2196	0	1	1
5663	1	1	1	0	0	28	2196	0	1	1
5673	1	1	1	0	0	28	2196	0	1	1
5683	1	1	1	0	0	28	2196	0	1	1
5693	1	1	1	0	0	28	2196	0	1	1
5703	1	1	1	0	0	28	2196	0	1	1
5713	1	1	1	0	0	28	2196	0	1	1
5723	1	1	1	0	0	28	2196	0	1	1
5733	1	1	1	0	0	28	2196	0	1	1
5743	1	1	1	0	0	28	2196	0	1	1
5753	1	1	1	0	0	28	2196	0	1	1
5763	1	1	1	0	0	28	2196	0	1	1
5773	1	1	1	0	0	28	2196	0	1	1
5783	1	1	1	0	0	28	2196	0	1	1
5793	1	1	1	0	0	28	2196	0	1	1
5803	1	1	1	0	0	28	2196	0	1	1
5813	1	1	1	0	0	28	2196	0	1	1
5823	1	1	1	0	0	28	2196	0	1	1
5833	1	1	1	0	0	28	2196	0	1	1
5843	1	1	1	0	0	28	2196	0	1	1
5853	1	1	1	0	0	28	2196	0	1	1
5863	1	1	1	0	0	28	2196	0	1	1
5873	1	1	1	0	0	28	2196	0	1	1
5883	1	1	1	0	0	28	2196	0	1	1
5893	1	1	1	0	0	28	2196	0	1	1
5903	1	1	1	0	0	28	2196	0	1	1
5913	1	1	1	0	0	28	2196	0	1	1
5923	1	1	1	0	0	28	2196	0	1	1
5933	1	1	1	0	0	28	2196	0	1	1
5943	1	1	1	0	0	28	2196	0	1	1
5953	1	1	1	0	0	28	2196	0	1	1
5963	1	1	1	0	0	28	2196	0	1	1
5973	1	1	1	0	0	28	2196	0	1	1
5983	1	1	1	0	0	28	2196	0	1	1
5993	1	1	1	0	0	28	2196	0	1	1
6003	1	1	1	0	0	28	2196	0	1	1
6013	1	1	1	0	0	28	2196	0	1	1
6023	1	1	1	0	0	28	2196	0	1	1
